text,translated,backtranslated,similarity_score
Adjusted level 2: Presido announce new restrictions for South Africa to contain Coronavirus.,Àtúnṣe ipele 2: Presido kéde àwọn ààlà tuntun fún Gúúsù Áfíríkà láti dènà Coronavirus.,Phase 2 amendment: Presido announces new borders for South Africa to prevent the coronavirus.,0.7813933491706848
'What kind of nonsense is that?' - Prophet descends on GRNMA.,'Kí ni irú ọ̀rọ̀ òmùgọ̀ yẹn?' - Wòlíì sọ lórí ìkànnì GRNMA.,'What is that nonsense?' - The prophet says on GRNMA.,0.9230682253837585
2023 AFCON: Ivory Coast Cote coach slams Nigeria for being overly defensive.,2023 AFCON: Olùkọ́ Ivory Coast Cote dá Nàìjíríà láre pé ó ń dáàbò bo ara rẹ̀ ju bó ṣe yẹ lọ.,2023 AFCON: Coach Ivory Coast Cote confirmed Nigeria's defense was above expectations.,0.7934342622756958
DKB and DJ Slim lock horns online.,DKB àti DJ Slim ń lo ìsọfúnni lórí ìkànnì.,DKB and DJ Slim are using social media.,0.513353168964386
"Dr Apostle Amagashie warns men against popular lovemaking position, cites stroke risk.","Dókítà Àpọ́sítélì Amagashie kìlọ̀ fáwọn ọkùnrin pé kí wọ́n má ṣe máa ṣe ìfẹ́, ó sì sọ pé ó ṣeé ṣe kí wọ́n ní àrùn jẹjẹrẹ.",Dr. Amagashie warned men against courting and said that they could develop cancer.,0.6200224161148071
Police arrest alleged serial motorbike thief.,Àwọn ọlọ́pàá mú ẹni tó ń jí kẹ̀kẹ́ àfiṣelé.,The police arrested the thief of a bicycle.,0.6789742112159729
"FIFA imposes transfer ban on Hearts of Oak over unsettled $150,000 debt.","FIFA fòfin de ìwẹ̀fà fún Hearts of Oak nítorí pé ó ti ní gbèsè tó tó ẹgbẹ̀rún kan ààbọ̀ [150,000] dọ́là.","FIFA banned the acquisition of Hearts of Oak because it had a $150,000 debt.",0.8638429045677185
'Mickey Mouse' boxer toasts Cape Verde's first Olympic medal.,Olùkọ́ ìjàmbá 'Mickey Mouse' ń fi ère ìkọ́kọ́ tí Cape Verde gba ní ìdíje Òlíńpíìkì rúbọ.,Boxing trainer Mickey Mouse is offering the Cape Verdean Olympic medal.,0.7918116450309753
APP leader reacts after court throws out injunction against Akwatia by-election.,Olórí APP ṣe ohun tó sọ lẹ́yìn tí ilé ẹjọ́ ti pàṣẹ fún wọn pé kí wọ́n máà yan àwọn èèyàn láti ṣe ìdìbò àgbègbè Akwatia.,The head of the APP did what he said after the court ordered them not to vote in the Akwatia region.,0.5654428005218506
"Igbo leader addresses land acquisition allegations, apologises to Ghanaians.","Olórí Igbo sọ̀rọ̀ nípa àwọn ẹ̀sùn tó fi kàn án pé ó ti ra ilẹ̀, ó sì tọrọ àforíjì lọ́wọ́ àwọn ará Ghana.",The Igbo chief spoke about the allegations he had made of buying land and apologized to the Ghanaians.,0.9000102877616882
Bukom Arena gets face-lift to host Basketball games.,Ó ní kí ilé ìṣọ́ Bukom Arena máa ṣe eré ìje ìkọ́gbá.,He invited the Bukom Arena to host the final.,0.6551154255867004
"Afenyo-Markin apologises to Prof Ayensu-Danquah over 'strangely, you get a ministerial appointment' comment.","Afenyo-Markin tọrọ àforíjì lọ́wọ́ Ọ̀jọ̀gbọ́n Ayensu-Danquah nítorí àlàyé tó sọ pé, 'ó jọ pé o ní ìbò òṣìṣẹ́.'","Afenyo-Markin apologized to Professor Ayensu-Danquah for his comment, 'You seem to have a vote of no confidence.'",0.7518444657325745
Asawa National Open Championship slated for June 19.,Asawa National Open Championship ti a ṣeto lati waye ni Oṣu Kẹrin Ọjọ 19.,Asawa National Open Championship is scheduled to be held on April 19.,0.9290189743041992
LIVESTREAMED: Kwaku Dawuro presents The Movement in the Morning Political Show.,Ọ̀RỌ̀ ÌGBÉSÍ: Kwaku Dawuro ń gbé ètò ìṣèlú The Movement in the Morning Show jáde.,LIFE: Kwaku Dawuro is presenting the political program The Movement in the Morning Show.,0.8938380479812622
"'God willing, I will receive my Lamborghini; I have documents to prove it's mine’ - Shatta Wale.","'Tí Ọlọ́run bá fẹ́, màá gba Lamborghini mi; mo ní àwọn ìwé tó fi hàn pé tèmi ni.","'If God wills, I will take my Lamborghini; I have books that prove it is mine.",0.786235511302948
"Helicopter Crash: Ibrahim Mahama offers to clear the debts of Dr Murtala, Alhaji Muniru.","Ìṣẹ̀lẹ̀ ìkọ̀kọ̀: Ibrahim Mahama sọ fún un pé òun á mú owó tí Dókítà Murtala, Alhaji Muniru jẹ́ fún òun kúrò.","Secret incident: Ibrahim Mahama told him that he would take away the money that Dr. Murtala, Alhaji Muniru had given him.",0.6760685443878174
Tennis legend Rafael Nadal to retire in November.,Òǹkàwé tẹ́ńẹ́sì kan tó ń jẹ́ Rafael Nadal máa fẹ́ lọ sípò oṣù November.,A tennis player named Rafael Nadal is running for president in November.,0.6783809661865234
Enforce maternity-friendly workplace policies - Samuel Atidzah.,Ẹ mú àwọn ìlànà tó ń mú kí àwọn òbí máa dá ọmọ tó ń bímọ lẹ́kọ̀ọ́ sípò iṣẹ́ - Samuel Atidzah.,Follow the principles that guide parents to employ their child-rearing parents - Samuel Atidzah.,0.5710267424583435
GEC Open returns to Ghana.,GEC Open padà sí Gánà.,GEC Open returned to Ghana.,0.9600211977958679
'From dawn raid to helping with investigation to arraignment' - Azar calls out IGP over arrest of NPP activist.,'Láti ìrọ̀lẹ́ ọjọ́ títí di ìwádìí títí di ìgbẹ́jọ́' - Azar ké pe IGP lórí ìtìlẹ́yìn òṣìṣẹ́ ilé iṣẹ́ NPP kan.,'From the evening until the investigation until the trial' - Azar called on IGP for the support of an NPP official.,0.8046050071716309
Home-based Ghana players seek more opportunities after good outing against South Africa.,Àwọn òṣèré Gánà tó ń gbé nílùú wọn ń wá àǹfààní púpọ̀ sí i lẹ́yìn tí wọ́n bá fi ìdúró rere kan lòdì sí orílẹ̀-èdè Gúúsù Áfíríkà.,Ghanaian players in their homeland are looking for more opportunities after a positive attitude against South Africa.,0.8863483667373657
Akwatia By-Election: We cannot be intimidated - NPP’s Haruna Mohammed.,"Ìbò Ìparí Akwatia: A ò lè bẹ̀rù - Haruna Mohammed, NPP.","Akwatia Final Election: We can not be afraid - Haruna Mohammed, NPP.",0.8565039038658142
Some top Ghanaian musicians who ditched secular music for ministry.,Àwọn olórin kan tó gbajúmọ̀ jù lọ ní Gánà tí wọ́n fi orin ayé sílẹ̀ fún iṣẹ́ òjíṣẹ́.,Some of Ghana's most famous musicians who left worldly music for the ministry.,0.8360141515731812
Joseph Awinongya Jr emerges as number 1 boxer in the USA in top 6 u-20 amateur boxers.,Joseph Awinongya Jr. di agbọn-ẹsẹ̀ kan ní AMẸRIKA nínú àwọn agbọn-ẹsẹ̀ amateur mẹ́fà tó wà nísàlẹ̀ ọdún 20.,Joseph Awinongya Jr. became a US amateur footballer in six U-20 amateur teams.,0.668483555316925
Amenfi Central set for major road overhaul.,Àárín gbùngbùn Amenfi ti múra sílẹ̀ fún àtúnṣe ńlá kan lórí ọ̀nà.,The center of Amenfi is preparing for a major road improvement.,0.8328463435173035
Bui Power nets $64.,Bui Power ń san owó tó tó $64.,Bui Power is paying $64.,0.723680317401886
"GCTU warns against defamatory publications, threatens legal action.","GCTU kìlọ̀ nípa àwọn ìwé tí ń ṣọ̀tẹ̀, ó sì ń halẹ̀ mọ́ àwọn ilé ẹjọ́.",The GCTU warns against books that are rebellious and threatens the courts.,0.6959447264671326
American porn star Nasir sends message to Shugatiti as ‘orgasm’ challenge delays.,"Òṣèré ìṣekúṣe ará Amẹ́ríkà tó ń jẹ́ Nasir ránṣẹ́ sí Shugatiti bí ""ìṣòro ìbálòpọ̀"" ṣe ń dá wàhálà sílẹ̀.","American porn star Nasir sent Shugatiti a message about the ""sexual problem"" that is causing the problem.",0.7979671955108643
I won 'contentious' unannounced 2019 VGMA Artiste of the Year Award - Stonebwoy claims.,Mo gba àmì ẹ̀yẹ VGMA 2019 Artiste of the Year tí kò tíì di ìgbà tí a ti polongo rèé.,I won the VGMA 2019 Artist of the Year award which has not yet been announced.,0.675882875919342
Helicopter Crash: 'You have not won; Christ has' – Wife of Sergeant Mensah shames death.,Ìjàǹbá Ọ̀nà Ìkọ̀kọ̀: 'Ìwọ kò ṣẹgun; Kristi ni'  Aya Ọ̀gágun Mensah ń kó ìtìjú bá ikú.,Secret Road Attack: 'You have not won; Christ is' The Wife of General Mensah is embarrassed to die.,0.747115433216095
'He took me in and mentored me' - Ofori Amponsah delivers a heartfelt tribute to Daddy Lumba.,"'Ó gbà mí sílé, ó sì dá mi lẹ́kọ̀ọ́' - Ofori Amponsah ń fi tọkàntọkàn bọlá fún Daddy Lumba.",'He took me in and trained me' - Ofori Amponsah sincerely honored Daddy Lumba.,0.9033027291297913
'How can I enter a house with familiar spirits' - Appiah Danquah reacts to NPP's amnesty for members.,'Báwo ni mo ṣe lè wọlé sí ilé kan tí àwọn ẹ̀mí ti mọ̀ dáadáa?' - Appiah Danquah sọ nípa ìràpadà tí NPP ṣe fún àwọn ọmọ ilé náà.,"'How can I enter a house that is well known to spirits?' - Appiah Danquah, about the NPP's ransom for the household.",0.8030263781547546
High cholesterol can cause black toes and feet – Health expert.,Ìwọ̀n tó ga jù lọ nínú àwọn èròjà cholesterol lè mú kí ẹsẹ̀ àti ẹsẹ̀ rẹ̀ di dúdú.,High cholesterol can cause a blackout in the legs and feet.,0.6765297651290894
Rev.,Àlùfáà Àgbà,High Priest,0.252855509519577
Ato Forson backs calls for fair deal on Africa's $1.,Ato Forson ń gbèjà àwọn ìpèníjà fún ìtumọ̀ tó dáa lórí owó dọ́là kan ní Áfíríkà.,Ato Forson is defending the challenges of a sound dollar exchange in Africa.,0.6619073748588562
"Homowo: Nii Okanta Ankrah II calls for unity, peace and teamwork.","Homowo: Nii Okanta Ankrah II ń ké sí ìṣọ̀kan, àlàáfíà àti ìfọ̀rọ̀wérò ní ẹgbẹ́.","Homowo: Nii Okanta Ankrah II calls for unity, peace and collective dialogue.",0.9275178909301758
NPP would have still punished Akua Afriyie if she had won – Nana Akomea.,NPP ṣì máa fìyà jẹ Akua Afriyie tó bá ti gba  Nana Akomea.,NPP will still punish Akua Afriyie if she takes Nana Akomea.,0.8850519061088562
A producer told me ‘Agya W’ahwe Me So’ was a terrible song with a horrible video – Rose Adjei.,Olùṣẹ̀ṣẹ̀ṣẹ̀ kan sọ fún mi pé orin burúkú ni Agya Wahwe Me So pẹ̀lú fídíò burúkú  Rose Adjei.,A criminal told me that Baba Wahwe Me So had a bad song with a bad video of Rose Adjei.,0.7278557419776917
"NDC grassroots demand answers over helicopter crash, suspect foul play.","Àwọn ará NDC ń béèrè ìdáhùn lórí ìṣẹ̀lẹ̀ tó wáyé nínú ọkọ̀ òfuurufú, àwọn tó gbà pé ó burú jáì.","The NDC is asking for answers about the plane crash, which they believe is a serious one.",0.6500913500785828
Key takeaways from EOCO's statement on Shatta Wale's Lamborghini case.,Àwọn kókó pàtàkì kan látinú ìkéde tí EOCO ṣe nípa ọ̀ràn Lamborghini ti Shatta Wale.,Highlights from the EOCO announcement of the Lamborghini case by Shatta Wale.,0.8186436891555786
FDA intercepts GH¢11.,Àjọ Ìwádìí Àjọ Ìwádìí Àjùmọ̀ Ọ̀nà Àjùmọ̀ Ọ̀nà Àjùmọ̀ Ọ̀nà Àjùmọ̀nà (FDA) ti rí GH¢11.,The Food and Drug Administration (FDA) has identified GH¢11.,0.8695722222328186
Editorial by Ghanaian Times: Resolve outstanding issues to stem chaos!!.,"Àkọlé àwòrán, Ghanaian Times: Ẹ yanjú àwọn ìṣòro tó ń yọjú láti fòpin sí ìjàngbọ̀n!!.",Ghanaian Times: Solve the problems that arise to end violence!!.,0.7680688500404358
Sharp rise in fire injuries and deaths in first half of 2025 by 33%  – GNFS.,Ìgbesí tó lágbára nínú àwọn tí iná pa àti àwọn tí ó kú ní ìdajì kìíní ọdún 2025 nípa 33%  GNFS.,Strong impact in fire deaths and fatalities in the first quarter of 2025 by 33% GNFS.,0.8877032995223999
Why we signed Mohammed Kudus – Tottenham coach Thomas Frank explains.,Ìdí tá a fi fi fọwọ́ sí Mohammed Kudus  Olùkọ́ Tottenham Thomas Frank ṣàlàyé.,Why we signed Mohammed Kudus Tottenham coach Thomas Frank explained.,0.9766789674758911
"'I love women if you don't understand, go to hell' - Old video of Kofi Jumah resurfaces.","'Mo nífẹ̀ẹ́ àwọn obìnrin tí ẹ kò bá lóye, ẹ lọ sí ọ̀run' - fídíò àtijọ́ kan nípa Kofi Jumah tún fara hàn.","'I love women you don't understand, go to heaven' - an old video about Kofi Jumah also appeared.",0.8667808175086975
"Islamic Banking: A financial game changer for all Ghanaians, not just Muslims.","Ìṣèlú Ìṣèlú: Ìyípadà ńláǹlà nínú ètò ìṣúnná owó fún gbogbo àwọn ará Gánà, kì í ṣe fún àwọn Mùsùlùmí nìkan.","Politics: A major economic change for all Ghanaians, not just Muslims.",0.7042577862739563
Screen-Addiction Among Children: A note to parents.,Àwọn Ọmọdé Tó Ti Di Ẹlòmíràn Ọ̀tá: Ìkìlọ̀ fún Àwọn Òbí,Children Who Are Another's Enemies: A Warning for Parents,0.36141034960746765
Why Fatawu Issahaku was not called up by Otto Addo – GFA explains.,Kí nìdí tí Otto Addo kò fi pe Fatawu Issahaku?,Why did Otto Addo not call Fatahi Issahaku?,0.8938556909561157
Agradaa’s parents slam brother for locking out Angel Asiamah from property.,Àwọn òbí Agradaa  ń fi ẹ̀gàn bá arákùnrin wọn nítorí pé ó ti pa Áńgẹ́lì Asiamah tì kúrò nínú ilé.,Agrada's parents were abusive to their brother for leaving Angel Asiamah at home.,0.7770983576774597
Ablekuma North Rerun: Ayawaso North MP reacts to alleged journalist assault.,Ablekuma North Rerun: Ayawaso North MP ṣe àtúnṣe sí ìwádìí tí wọ́n ṣe nípa ìwà ipá tí wọ́n fi kàn àwọn òǹkọ̀wé.,Ablekuma North Rerun: Ayawaso North MP revised the investigation into the violence against writers.,0.8246092796325684
"Ghana Armwrestling sends goodwill message to BECE, WASSCE candidates.","Ghana Armwrestling ń ránṣẹ́ ìsọfúnni nípa ìfẹ́ rere sí àwọn olùdíje BECE, WASSCE.","Ghana Armwrestling is sending a message of goodwill to BECE, WASSCE competitors.",0.9417425990104675
Military officer’s wife begins attempt to break GWR for Longest Reading Aloud Marathon.,Aya òṣìṣẹ́ ológun náà bẹ̀rẹ̀ sí í gbìyànjú láti já GWR fún eré ìdárayá tó gbajúmọ̀ jù lọ tí wọ́n ń kà ní ohùn rara.,The officer's wife began trying to beat GWR for the most popular game in the world.,0.5378494262695312
Sammy Flex speaks after reassignment in Shatta Wale’s management.,Sammy Flex sọ̀rọ̀ lẹ́yìn tí òun ti yí pa dà sí ilé ìṣọ́ Shatta Wale.,Sammy Flex spoke after he had turned to the Shatta Wale watchtower.,0.7759814262390137
Ghanaians shocked by death of President Mills.,Ìwà ọ̀daràn tí wọ́n ń hù yìí ti ba àwọn ará Gánà lọ́kàn jẹ́ gan-an.,The crime has been deeply affecting the people of Ghana.,0.4859767258167267
"National Delegates Conference: NPP NEC set to reject petition from Akufo-Addo, Kufuor.","Àpéjọ àwọn aṣojú orílẹ̀-èdè: NPP NEC ti pinnu láti kọ ìbẹ̀wò láti Akufo-Addo, Kufuor.","National delegation meeting: NPP NEC has decided to refuse visit from Akufo-Addo, Kufuor.",0.7419304847717285
Ghanaians must see the lessons we have learned - Dr Bawumia.,Àwọn ará Ghana gbọ́dọ̀ rí ẹ̀kọ́ tá a rí kọ́.,Ghanaians need to learn from this.,0.7946370840072632
One dead in fire outbreak at uncompleted fuel station near Ejura.,Ọkùnrin kan kú nínú iná tó wáyé ní ibùdó epo tí kò tíì parí nítòsí Ejura.,A man died in a fire at an unfinished oil field near Ejura.,0.6412640810012817
"'Rubbish, on which road?' – Nigeria’s Formula 1 hosting bid sparks backlash on social media.","'Rubbish, ojú ọ̀nà wo ni?'  Àsọtẹ́lẹ̀ tí Nàìjíríà ń gbé fún Fọ̀mùlà 1 ló ń fa ìdìbò lórí àwọn ìkànnì àjọlò orí íńtánẹ́ẹ̀tì.","'Rubbish, which way?' Nigeria's Formula 1 prediction is leading to a vote on social media.",0.7907548546791077
'My life changed after the accident' - McBrown speaks after arm surgery.,"'Ìgbésí ayé mi yí pa dà lẹ́yìn tí jàǹbá náà ṣẹlẹ̀,' ni McBrown sọ lẹ́yìn tí wọ́n ṣe iṣẹ́ abẹ sí apá rẹ̀.","'My life changed after the accident,' says McBrown after undergoing surgery on his arm.",0.8967354893684387
Democracy Cup: Deputy EC boss calls for participation in curtain-raiser fixtures.,Democracy Cup: Ààrẹ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Àjọ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbìmọ̀ Ìgbì,Democracy Cup: President of the Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Democratic People's Republic of China Democratic Party of the Republic of China Democratic Party of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of the Republic of China Democratic Party of the Republic of China,0.17502325773239136
FULL LIST: NPP approves 54 motions at 2025 Delegates Conference.,ÀWỌN ÀWỌN: Àwùjọ NPP fọwọ́ sí àwọn àtẹ̀síwájú 54 ní Àpéjọ Àwọn Alábàáṣojú ọdún 2025.,The NPP Group approved 54 progresses at the 2025 Representative Assembly.,0.6654803156852722
Four times Afia Schwar has been embroiled in legal battles.,Ìgbà mẹ́rin ni Afia Schwar ti kópa nínú àwọn ìjà tó ń lọ lọ́wọ́ àwọn èèyàn.,Afia Schwar has been involved in civil strife four times.,0.8288809657096863
LIVESTREAMED: Parliament debates Ablekuma North rerun violence.,ÌWÉ ÌGBÉSÍ AYÉ: Ilé Ìgbìmọ̀ Aṣòfin ń jíròrò bí ìwà ipá ṣe ń tún padà ní Ablekuma North.,THE WORLD: The Parliament is discussing the resurgence of violence in Ablekuma North.,0.7833560705184937
"Appau-Klu denies allegations of land encroachment, abuse of power.","Appau-Klu kọ̀ ẹ̀sùn tó fi kan àwọn tó ń gbé nílùú pé àwọn ti gbẹ́kẹ̀ lé ilẹ̀, tí wọ́n sì ti ń lòdì sí agbára wọn.",Appau-Klu denied the accusations of land trust and anti-government.,0.8767028450965881
Spotlight on Lumba's first 'Yee Ye Aka Akwantuom' album.,"Àkọlé àwòrán, Lumba's first album 'Yee Ye Aka Akwantuom'.",The album was released on the label Lumba's first album 'Yee Ye Aka Akwantuom'.,0.90322345495224
KIA begins enforcing reintroduced COVID-19 measures.,Ẹgbẹ́ KÍA ti bẹ̀rẹ̀ sí í mú àwọn ìgbésẹ̀ COVID-19 tí wọ́n tún gbé kalẹ̀ ṣẹ.,KIA has begun implementing the restored COVID-19 measures.,0.8871784210205078
BoG puts digital credit services under regulation to boost financial inclusion.,BoG ń tẹ àwọn iṣẹ ìfowówópamọ́ díjìnnì lórí ìkànnì lórí ìkànnì láti mú kí ètò ìfowópamọ́ rí sí i.,BoG is publishing online banking services to increase the availability of banking services.,0.6546191573143005
Fatau Dauda confident of Black Stars wins against Chad and Mali.,Fatau Dauda ní ìgbọ́kànlé pé àwọn Ìràwọ̀ Dúdú yóò borí Chad àti Mali.,Fatau Dauda was confident that the Black Stars would defeat Chad and Mali.,0.8748758435249329
'I am committed to continue the legacy of late Dr Murtala Mohammed' – Princess Naama.,'Mo ti pinnu láti tẹ̀ lé ohun ìní tí ó ti di àjòyè Murtala Mohammed'  Ọmọbìnrin Naama.,'I have decided to follow the legacy of the late leader Murtala Mohammed' daughter Naama.,0.8694871664047241
Watch as M.,Ẹ máa ṣọ́ra bí M.,"Be cautious, as I am.",0.36584359407424927
First cholera cases confirmed across three districts in the Ashanti Region.,Àwọn àìsàn kólóla àkọ́kọ́ ti fara hàn ní àwọn àgbègbè mẹ́ta ní Àgbègbè Ashanti.,The first cholera cases have been reported in three regions of Ashanti Region.,0.9622786045074463
GH¢20m Defamation Suit: Empress Gifty's lawyer confirms Agradaa seeks case transfer.,GH¢20m Defamation suit: Agbánilójú Empress Gifty fi hàn pé Agradaa ń wá ìyípadà ẹ̀sùn.,GH¢20m Defamation suit: Empress Gifty's lawyer indicated that Agradaa was seeking a change of accusation.,0.9150227308273315
Mohammed Kudus shines with assist on Tottenham debut in Reading win.,Mohammed Kudus yọ̀ pẹ̀lú ìrànlọ́wọ́ nínú ìkọ́kọ́ Tottenham nínú ìṣẹ́gun Reading.,Mohammed Kudus was also delighted to help Tottenham to the start of Reading's victory.,0.7597864270210266
Read full details of official brochure on 8 fallen heroes from tragic August 6 helicopter crash.,Ka àwọn kúlẹ̀kúlẹ̀ tó wà nínú ìwé pẹlẹbẹ ìjọba nípa àwọn ọ̀dọ́kùnrin mẹ́jọ tó ṣubú nínú ìjàǹbá hẹ́likopérì tó wáyé ní August 6.,Read the details of the government brochure about eight young men who fell in a helicopter crash on August 6.,0.7806740403175354
Kojo Barnni beats Torgah on sudden death to win 9th edition of Gold Fields PGA Championship.,Kojo Barnni ṣẹ́gun Torgah ní ikú òjijì láti gba ìdíje ìdìbò kẹsàn-án ti Gọ̀là Fields PGA Championship.,Kojo Barnni defeated Torgah in a sudden death to win the ninth round of the Fields PGA Championship.,0.9058142304420471
'He has taken all my happiness away' – Daddy Lumba's sister cries.,'Ó ti gba gbogbo ayọ̀ mi kúrò'  Arábìnrin Baba Lumba sunkún.,Father Lumba's tears had 'taken all my joy away.',0.7639179825782776
'Nowhere does the law empower you to judge professorial titles' – Barker-Vormawor to GTEC.,'Kò síbi tí òfin ti fún ẹ láṣẹ láti ṣe ìdájọ́ lórí àwọn akọ̀wé olùkọ́'  Barker-Vormawor sí GTEC.,'There is no legal authority to judge teachers' clerks' Barker-Vormawor to GTEC.,0.6513136029243469
'I love Stonebwoy; his talent is beyond the shores of Ghana' - Video of late Murtala resurfaces.,'Mo nífẹ̀ẹ́ Stonebwoy; agbára rẹ̀ kọjá àwọn etíkun Ghana' - Fídíò ti Murtala tó ti kú tún yọjú.,'I love Stonebwoy; his power is beyond the shores of Ghana' - Murtala's video has reappeared.,0.9150829315185547
Trump says 11 killed in US strike on drug-carrying vessel from Venezuela.,Trump sọ pé àwọn èèyàn mọ́kànlá ni wọ́n pa nígbà tí àwọn Amẹ́ríkà kọlu ọkọ̀ kan tó ń kó oògùn olóró láti Venezuela.,Trump said 11 people were killed when the Americans hit a car carrying drugs from Venezuela.,0.8223690986633301
