text,source,translated,backtranslated,similarity_score
Adjusted level 2: Presido announce new restrictions for South Africa to contain Coronavirus.,news titles,Asan mu dwa 2: Presido de nea south africa animu anaasε anwonsafoɔ no mu,Chapter two: The president of South Africa or the traditions within it,0.35118091106414795
'What kind of nonsense is that?' - Prophet descends on GRNMA.,news titles,"""Adɛn ne sɛn abasa? - Sɔfo firi GRNMA so""","""Where is the meeting held? - From the GRNMA teacher""",0.4065247178077698
2023 AFCON: Ivory Coast Cote coach slams Nigeria for being overly defensive.,news titles,2023 AFCON: Kɔt DIwɔr bɔfoɔ no de Nigeria nkɔsoɔ ne nnawa so,2023 AFCON: Côte d'Ivoire's defeat to Nigeria in the qualifiers,0.7332279682159424
DKB and DJ Slim lock horns online.,news titles,DKB ne DJ Slim de adasie anaafe ne kyɛw online.,DKB and DJ Slim will bring laughter and joy online.,0.598662257194519
"Dr Apostle Amagashie warns men against popular lovemaking position, cites stroke risk.",news titles,"Dr Apostle Amagashie de adawuro mma barimaba wɔ kyɛw hɔ a ɔkyena abɔden nti, akydi kyerɛ adwadie do","""Dr. Apostle Amagashie has bought medicine for the sick who are laid up there, so now he is teaching (us) about faith.""",0.3423742949962616
Police arrest alleged serial motorbike thief.,news titles,Apolisii betu kraman kraman motobak) mugyafo,The police are handling it little by little to catch the thieves,0.46856075525283813
"FIFA imposes transfer ban on Hearts of Oak over unsettled $150,000 debt.",news titles,"FIFA de Hearts of Oak transfer ban ahyɛ a  $150,000 ntam nnsi.","FIFA has lifted the transfer ban on Hearts of Oak for $150,000.",0.9030009508132935
'Mickey Mouse' boxer toasts Cape Verde's first Olympic medal.,news titles,"""'Mickey Mouse' awuraba so tɔ Cape Verde bɛka Olympic due nwoma.""","""Mickey Mouse book will take a girl from Cape Verde to the Olympics.""",0.6234427094459534
APP leader reacts after court throws out injunction against Akwatia by-election.,news titles,APP kurohene nso nsɛnkyerɛnee na ɔkotokranee kyerɛɛ Akwatia mpakanian no mu,"""The APP regional chairman also explained the policies and strategies to the people of Akwatia at the rally""",0.5361738801002502
"Igbo leader addresses land acquisition allegations, apologises to Ghanaians.",news titles,"Akukraine akyi no mu heno adwuma Igbo no, hyira Ghananafo de land acquisition ano adse no mu.","The current situation in Ukraine has affected the work of Igbo people, so Ghanaians should be careful when acquiring land.",0.7079020142555237
Bukom Arena gets face-lift to host Basketball games.,news titles,Bukom Arena rekɔ so dan mu adanseɛ wɔ basketball nkroso mu.,Bukom Arena is now used for dancing during basketball games.,0.7353582978248596
"Afenyo-Markin apologises to Prof Ayensu-Danquah over 'strangely, you get a ministerial appointment' comment.",news titles,"Afenyo-Markin de Prof Ayensu-Danquah abagyee no ""anantwi, wose woka ho a na wo ka nti woka ntoafo.""","""Prof Ayensu-Danquah responds to Afenyo-Markin's accusations, 'You are wise, you have done this before so you know what to do.'""",0.6630148887634277
Asawa National Open Championship slated for June 19.,news titles,Asawa Kasa Akyeampɛn Apue nso Kyɛw ne 19 Jun,Good Night Family Friends Also Morning and 19 Jun,0.1835504025220871
LIVESTREAMED: Kwaku Dawuro presents The Movement in the Morning Political Show.,news titles,"DWUDWAN Mu Dwumadie: Kwaku Dawuro de ne ""The Movement"" Ahenman Mu Adwuma Dwadie","Kwaku Dawuro's Career: Kwaku Dawuro's ""The Movement"" Career Development in the Palace",0.5308365821838379
"'God willing, I will receive my Lamborghini; I have documents to prove it's mine’ - Shatta Wale.",news titles,"""Nokwar, mebɛyɛ Lamborghini, mede asetena no wɔ mu""","""My friend, I will be a Lamborghini, I will put engines in it""",0.6076659560203552
"Helicopter Crash: Ibrahim Mahama offers to clear the debts of Dr Murtala, Alhaji Muniru.",news titles,Kradɛn kyɛrɛkyrɛ: Ibrahim Mahama de sika a Dr Murtala ne Alhaji Muniru awie no bue,Legal Tussle: Ibrahim Mahama demands money that Dr. Murtala and Alhaji Muniru owe him,0.7605772614479065
Tennis legend Rafael Nadal to retire in November.,news titles,Tennis asemfoɔ Rafael Nadal begya aka kyɛw no wɔ November,Rafael Nadal will retire from tennis in November,0.9551533460617065
Enforce maternity-friendly workplace policies - Samuel Atidzah.,news titles,Fa maternity-friendly workplace nhyehyɛe ho nkabom - Samuel Atidzah.,"""Promoting maternity-friendly workplace initiatives - Samuel Atidzah.""",0.8363000154495239
GEC Open returns to Ghana.,news titles,GEC Nyansapɔ tɔ yɛnkɔ bɛba ama Ghana.,Ghana Education Campus will come and help Ghana.,0.5146484375
'From dawn raid to helping with investigation to arraignment' - Azar calls out IGP over arrest of NPP activist.,news titles,"""Fri aduraso mu kɔtɔ ne apapatwene mu boa ne kotwereku"" - Azar de IGP nkakra no NPP nyiafoɔ no nkotwereku no mu.","""The frequent changes in his administration show his incompetence"" - Former IGP Azar's sharp criticism of NPP supporters' incompetence.""",0.5159326195716858
Home-based Ghana players seek more opportunities after good outing against South Africa.,news titles,Akyi de Ghana ano koro nso soro wɔn ahyɛ akyɛde kakra a ɛyɛ yɛ akyɛde kakra a na wɔn kɔso kyɛn Kɔmania no mu.,"Ghana's boxing team has also won a few medals, including a few that they won in competition with Germany.",0.42256197333335876
Akwatia By-Election: We cannot be intimidated - NPP’s Haruna Mohammed.,news titles,Akwatia Akye-Awuwu: Yentia afe hye yen - Haruna Mohammed a NPP ho,Akwatia Akye-Awuwu: We won't allow ourselves to be disgraced - Haruna Mohammed to NPP,0.749043881893158
Some top Ghanaian musicians who ditched secular music for ministry.,news titles,Ghanafo kronkron asefo no mu bi a woagu aduradur wohwehwε ne senahye no,The true Ghanaian warriors are those who have fought tirelessly and sacrificed their blood for it,0.39668428897857666
Joseph Awinongya Jr emerges as number 1 boxer in the USA in top 6 u-20 amateur boxers.,news titles,Joseph Awinongya Jr de nyansafo boxer nkakran yi Muhanda ne Amerika mu nnsi 6 no mu.,Joseph Awinongya Jr is a wise boxer in this world of America and Muhanda for 6 years.,0.737098217010498
Amenfi Central set for major road overhaul.,news titles,Amenfi Kesea kɔ tiri ahyɛseɛ a edi nwoma nnsa,Amenfi Kesea is at a writing workshop,0.39719751477241516
Bui Power nets $64.,news titles,Bui Power tua 64 dɔla,Bui Power costs 64 dollars,0.6938740611076355
"GCTU warns against defamatory publications, threatens legal action.",news titles,"GCTU de adansefo hwɛ na yɛde bɛkyɛ asem bɛba fie no, betu asempa ho ban.","GCTU is looking for volunteers so that we can discuss issues that will come up at home, we will listen to news items.",0.31504344940185547
American porn star Nasir sends message to Shugatiti as ‘orgasm’ challenge delays.,news titles,"Amerika mmaa pɔrn supəstə Nasir de sen akyerə Shugatiti bɛbaa a ""ɔgasəm"" nsɛmfa ntɛm","America's porn superstar Nasir has come out to reveal that Shugatiti has started her ""orgasm"" lessons",0.8229373693466187
I won 'contentious' unannounced 2019 VGMA Artiste of the Year Award - Stonebwoy claims.,news titles,"Stonebwoy se, megu ""contentious"" 2019 VGMA Artiste of the Year Award a yenni nnsa","""Stonebwoy says, we won't attend the 2019 VGMA Artiste of the Year Award which is contentious""",0.7534664869308472
Helicopter Crash: 'You have not won; Christ has' – Wife of Sergeant Mensah shames death.,news titles,Kradɛmu Kataa: 'Wonn wom; Kristo na ɔwɔ' – Sɛga Mensah maame de death nsom,Gospel Truth: 'He is risen; Christ lives' – Sɛga Mensah's mother speaks about death,0.4730965793132782
'He took me in and mentored me' - Ofori Amponsah delivers a heartfelt tribute to Daddy Lumba.,news titles,"""Ɔbaa no de me so anaa ɔde hyɛ me nkae - Kwabena Ofori Amponsah de aseda a ɔwɔ n'akoma mu ba Daddy Lumba.""",That woman loves me or she wants to cheat on me - Kwabena Ofori Amponsah thanks Daddy Lumba for the inspiration.,0.6552432775497437
'How can I enter a house with familiar spirits' - Appiah Danquah reacts to NPP's amnesty for members.,news titles,"""Se mekae ne yi deɛ, adɛn nti meka ho ban da yi - Appiah Danquah nso ka kyɛ NPP akyɛ a ɛyɛ ma nyimdzi fo.""","""As I stand here today, because of this, I will say a few words - Appiah Danquah also says the NPP should give him a chance.""",0.605965793132782
High cholesterol can cause black toes and feet – Health expert.,news titles,Kataa ho ahoɔdzen yi de bɛbɛn ɔtoa ne ntoatoa adi - Akwantuo ahayɛde nea ɔwɔ adwadifo no mu.,Cut down on unnecessary spending to prevent future debt - Journeys have lessons for the wise.,-0.040180351585149765
Ato Forson backs calls for fair deal on Africa's $1.,news titles,"Kwame Ato Forson dwen no, Afrakaa $1 mu nyiaa yie.",Kwame Ato Forson thinks that Afrakaa's $1 is too much.,0.593969464302063
"Homowo: Nii Okanta Ankrah II calls for unity, peace and teamwork.",news titles,"Homowo: Nii Okanta Ankrah II de egya, asomdwee ne nkabom.","Homowo: Nii Okanta Ankrah II gives thanks, peace and blessings.",0.7569215893745422
NPP would have still punished Akua Afriyie if she had won – Nana Akomea.,news titles,NPP bɛmaa no bɛhyɛɛ Akua Afriyie sɛ ɔbaa no anntumi – Nana Akomea.,"""NPP will make sure Akua Afriyie becomes that; the woman cannot refrain - Nana Akomea.""",0.7142882943153381
A producer told me ‘Agya W’ahwe Me So’ was a terrible song with a horrible video – Rose Adjei.,news titles,"Adeɛ w'aka me nkyɛ ""Agya W'ahwe Me So"" yɛ abɔbɔdin nwom, ne video nyɛ yie – Rose Adjei.","""Listen to my song called 'Agya W'ahwe Me So' it's a gospel song, and the video is great – Rose Adjei.""",0.6920945048332214
"NDC grassroots demand answers over helicopter crash, suspect foul play.",news titles,"NDC afahyɛfo de adanseɛ ne nsɛmfa sɛdeɛ nsɛnkyerɛne dwa ne aborɔbɔ mu, wode adanseɛ bɔne","NDC supporters are causing confusion with their statements, which is causing chaos and fear, they are using that confusion to cause evil",0.5175744295120239
Key takeaways from EOCO's statement on Shatta Wale's Lamborghini case.,news titles,ECOO dehyɛ mu dɛnsɛm a ɛkyerɛ Shatta Wale Lamborghini ansɛm no mu kyɛfa,"""The latest news circulating is about Shatta Wale's Lamborghini accident""",0.5941063761711121
FDA intercepts GH¢11.,news titles,Afuomadee kuu GH¢11.,"""The price of a dozen is GH¢11.""",0.3150390684604645
Editorial by Ghanaian Times: Resolve outstanding issues to stem chaos!!.,news titles,Akasanoma by Ghanaian Times: Faa awredwefo mu dwa no so anaa ebusua a eduruduru!!.,"Ghanaian Times Editorial: Take it out on the fools, not the family that is mourning!!",0.7284778356552124
Sharp rise in fire injuries and deaths in first half of 2025 by 33%  – GNFS.,news titles,Akyɛdeɛ a aka kakra nkakran ne awuwu ho nna 2025 begia hunu biara mu de 33% - GNFS.,All small scale industries and households will have a 33% share in the total number of fires by 2025 - GNFS,0.702478289604187
Why we signed Mohammed Kudus – Tottenham coach Thomas Frank explains.,news titles,Se Tottenham coach Thomas Frank de bɛkyerɛ yɛ nsie Mohammed Kudus.,"""Tottenham coach Thomas Frank has praised Mohammed Kudus highly.""",0.6546286344528198
"'I love women if you don't understand, go to hell' - Old video of Kofi Jumah resurfaces.",news titles,"""Mepɛ adwo ba sɛ wunnim a, kae ɛwu "" - Kofi Jumah due ne tape angye som.""","""If I want to sleep and you don't agree, let it hurt you - Kofi Jumah leaves his tape to hang.""",0.39270883798599243
"Islamic Banking: A financial game changer for all Ghanaians, not just Muslims.",news titles,"Abodin pa yi yɛ bankye tirim tesua Ghanani apem apem, daabi Musilimifoɔ na ɛyɛ yɛn koraa.","This good initiative is a big help to many Ghanaians, especially Muslims and even us.",0.5193135738372803
Screen-Addiction Among Children: A note to parents.,news titles,Nnwumasan mu kankankanee ne mmienu ba: Akasakasa kaw ne agyadee fo.,"In the midst of hardships, there is a little bit of relief: Thursday has taken its glory back.",-0.011672686785459518
Why Fatawu Issahaku was not called up by Otto Addo – GFA explains.,news titles,Se Otto Addo anntse Fatawu Issahaku anim ankasa - GFA akyer,"""Otto Addo explains why he excluded Fatawu Issahaku - GFA reports""",0.7937441468238831
Agradaa’s parents slam brother for locking out Angel Asiamah from property.,news titles,"Agradaa no nananom deɛ, wɔn barima no akyɛ no sɛ ɔtoe Angel Asiamah akɔ etɔ mu.","""Indeed, the elders of Agradaa say that their man has been able to reach the level of Angel Obinim.""",0.4380650222301483
Ablekuma North Rerun: Ayawaso North MP reacts to alleged journalist assault.,news titles,Ablekuma North manya ne: Ayawaso North MP ankasaa krekaa kakraa akyerεfoɔ tumi,Ablekuma North receives: Ayawaso North MP also shares some advice,0.6821718215942383
"Ghana Armwrestling sends goodwill message to BECE, WASSCE candidates.",news titles,Ghana Armwrestling de sen adehyeε kasa ma BECE ne WASSCE animuonyamfo no.,The Ghana Armwrestling Council wishes BECE and WASSCE candidates good luck.,0.7002853155136108
Military officer’s wife begins attempt to break GWR for Longest Reading Aloud Marathon.,news titles,BuronyɛfoↃ ne yere abaa deegyedeɛ ne GWR akyɛdeɛ ho ban a ɔbɛka kɛseɛ marathon,The athlete has prepared well for the GWR event and will run a long marathon,0.4847806990146637
Sammy Flex speaks after reassignment in Shatta Wale’s management.,news titles,Sammy Flex su aka akasa a ɛkyɛrɛ ho kan no mu de Shatta Wale ahotɔ so,"""Sammy Flex says the current dispute involves Shatta Wale's fame""",0.7158786058425903
Ghanaians shocked by death of President Mills.,news titles,Ghanafo awurade kwao akyire no Mills,Ghana's president after God is Mills,0.7202739119529724
"National Delegates Conference: NPP NEC set to reject petition from Akufo-Addo, Kufuor.",news titles,Konfarensi Nkɔsofo Kaman How kese: NPP NEC reyɛ yi kyere dwetwe fri Akufo-Addo ne Kufuor bo,Major Conference Decision Today: NPP NEC will make announcement at 2pm from Akufo-Addo and Kufuor's end,0.7353216409683228
Ghanaians must see the lessons we have learned - Dr Bawumia.,news titles,Ghanafuo dwene wɔn hu yɛn de nyansa abrɛ - Dr Bawumia.,"""The destiny of Ghanaians is in our own hands wise saying - Dr Bawumia.""",0.8146748542785645
One dead in fire outbreak at uncompleted fuel station near Ejura.,news titles,"Ejura mu dɛ wɔn aforɛ ne kakrakakra anntua anntuammiri annkyɛ mu wɔ ne kuraw kuw yi, ɔkɔm abɔ dɛn 1.","In Ejura, due to their lack of understanding of the complexities of this yellow-yellow maize, hunger has struck like this.",0.2092544138431549
"'Rubbish, on which road?' – Nigeria’s Formula 1 hosting bid sparks backlash on social media.",news titles,"""Abᴐdamfo, nsuo bi ne sɛn? – Nigeria kɔnkonsa ho Formula 1 asi bɔsoɔ abakᴐbᴐ mu.""","""Friend, have you heard the news? – Nigeria discusses Formula 1 race inclusion.""",0.6464456915855408
'My life changed after the accident' - McBrown speaks after arm surgery.,news titles,"""Me kɔaseɛ ne kyɛfa aka no, McBrown kasɛ aka no.""","""I have heard her voice before, McBrown has heard it too.""",0.5087552070617676
Democracy Cup: Deputy EC boss calls for participation in curtain-raiser fixtures.,news titles,Kukrudua Pono A Apam Ntsi: EC Boss Akuraa de ka bi akyɛde kura hyɛ fixtures mu.,There Is Tension Over Voter Register EC Boss Speaks Today As Parties Await Fixtures,0.603047788143158
FULL LIST: NPP approves 54 motions at 2025 Delegates Conference.,news titles,PAPA AKƆKƆDURƆ NE: NPP yi gyina 54 nsɛm no mu nkɔsoɔ ne 2025 Ahohia Nkɔsoɔ Kɔnkɔnsɛm mu.,The Progressive People's Party has outlined 54 policies within its 2025 Development Agenda.,0.4089655876159668
Four times Afia Schwar has been embroiled in legal battles.,news titles,[Ena Afia Schwar ananmu awetwe mu nkor,So Afia Schwar will be on air again tomorrow,0.5876865386962891
LIVESTREAMED: Parliament debates Ablekuma North rerun violence.,news titles,DWODWO DWODWO HWERE: Parliament betum Ablekuma North rerun animuonyam,ELECTION UPDATE: Parliament completes Ablekuma North rerun successfully,0.5898580551147461
"Appau-Klu denies allegations of land encroachment, abuse of power.",news titles,"Appau-Klu de nkontabon a esi aduane no aba mu, na ahotse ntentan.","Appau-Klu has received a warning regarding his behavior, and he is now terrified.",0.5474061965942383
Spotlight on Lumba's first 'Yee Ye Aka Akwantuom' album.,news titles,Adasamma Lumba afe yi 'Yee Ye Aka Akwantuom',"""Funeral Procession this year is 'Yee Ye Aka Akwantuom'""",0.4866836369037628
KIA begins enforcing reintroduced COVID-19 measures.,news titles,KIA de senaa akoma COVID-19 nsɛm no wɔ apam ntɛm,KIA has received news of COVID-19 with a heavy heart,0.6064082384109497
BoG puts digital credit services under regulation to boost financial inclusion.,news titles,Banki Ghana de senaa sika ahodwo dwumadie nkabom mu dehye sika akatua kyerew no ho ban,The Bank of Ghana has reduced its policy rate significantly to support the economy,0.24424196779727936
Fatau Dauda confident of Black Stars wins against Chad and Mali.,news titles,Fatau Dauda hunu sɛ Black Stars bɛgye adsefo mu nkɔ Chad ne Mali.,Fatau Dauda hopes that the Black Stars will qualify among the top teams to Chad and Mali.,0.8545820116996765
'I am committed to continue the legacy of late Dr Murtala Mohammed' – Princess Naama.,news titles,"""Metum afehyia pa a Ɔbaa Dr. Murtala Mohammed aba so nkyɛ no – Ohemaa Naama.""","""We have held a very good funeral for which Dr. Murtala Mohammed came to attend – Ohemaa Naama.""",0.7247610688209534
Watch as M.,news titles,Hwehwɛ na M.,Look at that.,0.23431020975112915
First cholera cases confirmed across three districts in the Ashanti Region.,news titles,"Ashanti Region mu nsoroma bi akyire no, cholera afeyi akyire koraa","In the Ashanti Region recently, even cholera cases have increased",0.8521985411643982
GH¢20m Defamation Suit: Empress Gifty's lawyer confirms Agradaa seeks case transfer.,news titles,GH¢20m Atwerbudie Nkabom: Empress Gifty abakanfo no de dwen no ne Agradaa de nkabom ntwe ne kɔ,Empress Gifty accuses Agradaa of using ¢20m 'Atwerbudie' for rituals,0.5760747194290161
Mohammed Kudus shines with assist on Tottenham debut in Reading win.,news titles,Kudus Mohammed kraa ne ho dwuma mu bi nka Tottenham akyer no afe hyia Reading animuonyam do mu.,Mohammed Kudus's current form in his work has given Tottenham a warning to be cautious ahead of their clash with Reading in four days.,0.5260379910469055
Read full details of official brochure on 8 fallen heroes from tragic August 6 helicopter crash.,news titles,Dwen frɛ no mu nkɔsɔrɔ nsɛm tuntum ne amannefo 8 a wɔawu nsɛm no mu afi Mmrane Kuw 6 helikɔpta awu no so,We have heard from sources that 8 soldiers died in the accident that occurred with the Mmrane Kuw 6 helicopter.,0.5951226353645325
Kojo Barnni beats Torgah on sudden death to win 9th edition of Gold Fields PGA Championship.,news titles,Kojo Barnni de Torgah tseasee kɔ suddeŋ dethi ne atɔ mu de hyɛ 9th edition ne Gold Fields PGA Championship.,Kojo Barnni and Torgah compete in the 9th edition of the Gold Fields PGA Championship.,0.8569445013999939
'He has taken all my happiness away' – Daddy Lumba's sister cries.,news titles,“Ɔyɛ no ne me kraahɔ anaa – Daddy Lumba ba crieɛ.”,"""It's his and my soul combined - Daddy Lumba has cried.""",0.7429237961769104
'Nowhere does the law empower you to judge professorial titles' – Barker-Vormawor to GTEC.,news titles,"""Adanseε wɔ nkwa mu nnyɛ ho a, wanni kyɛe wo kyɛ professor anansesɛm – Barker-Vormawor kyerɛ GTEC.""","""If you don't have wisdom in life, you can't be called a professor of wisdom – Barker-Vormawor tells GTEC.""",0.5569783449172974
'I love Stonebwoy; his talent is beyond the shores of Ghana' - Video of late Murtala resurfaces.,news titles,"""Mepɛ dɔ pa Stonebwoy; ne nsahɔ yɛ dɛ ɛtɔ hwee Gana kwaaba mu - Late Murtala due nkyerɛ mu de hyɛ.""",I like Stonebwoy very much; his style is what is leading Ghana to the world - Late Murtala said in it to show.,0.815189003944397
Trump says 11 killed in US strike on drug-carrying vessel from Venezuela.,news titles,Tramp se 11 wuuye ne Amerika nsutaa mu nsusuuwee foforfo ne Venezuella,The pump at number 11 is a new type of pump from America that pumps water from Venezuela,0.3904033899307251
Paul Adom-Otchere ordered to appear before Special Prosecutor over GACL audit deal.,news titles,Kwasi Adom-Otchere yi yɛ no ahyɛ a ɔbɛka kɔhwie Special Prosecutor so nti anadwo yi GACL adiɛdwuma no mu.,"Kwasi Adom-Otchere is the witness who will testify against the Special Prosecutor, so tonight on GACL's program.",0.6647154092788696
Artistes who have sampled Daddy Lumba’s classic songs.,news titles,Deɛ nea edane Daddy Lumba animuonyam dwuma mu,That is Daddy Lumba's talent at work,0.6395353674888611
Known NPP sympathizer like GBA pres shouldn’t be calling for Torkornoo to be reinstated — Kpebu.,news titles,NPP ahyɛasefo a wɔn aka no dɛ GBA president nni tumi nnka Torkornoo ntɛkyerɛ no — Kpebu.,NPP supporters who are there say that the GBA president cannot criticize Torkornoo — Kpebu,0.7472202777862549
Party stalwarts should act responsibly at polling stations – Prof Gyampo.,news titles,Foforɔ no mu dɔɔmuduafo wɔ polling stations mu yɛbɛgye adanse – Prof Gyampo.,The security personnel at the polling stations are causing fear – Prof Gyampo.,0.5973479151725769
National Cathedral audit uncovers massive financial irregularities – Kwakye Ofosu details.,news titles,Ahodwo aban so ahodwen aban tuafo ne adwansere a edi nkontabon yi nkakran-kakran – Kwakye Ofosu adi kakra-kakraba mu.,"""In the quiet of the night, in the stillness of the night, the conversation between the hunter and the forest spirit continues in whispers – Kwakye Ofosu is part of this secret conversation.""",0.1620958000421524
How I convinced Omane Boamah to quit NPP for NDC – Ato Ahwoi.,news titles,Me pɛ gyee Omane Boamah fa NPP bɛkɔ NDC – Ato Ahwoi.,"""I hate it when Omane Boamah leaves NPP for NDC – Ato Ahwoi.""",0.7910860180854797
WAFCON 2024: Ghana ready to battle for bronze – Stella Nyamekye.,news titles,WAFCON 2024: Ghana rekɔ kɔtɔ so kɔ brɔnze mu - Stella Nyamekye.,WAFCON 2024: Ghana secures a place in the bronze match - Stella Nyamekye.,0.9012032151222229
Sack all appointees who have left their jobs to campaign to replace you – Kwesi Pratt to Mahama.,news titles,“Fa nnsɛnfo no nkɔkɔduru ne ho ban a wɔde hyɛ ne sɛ woka ntseasefo no mu – Kwesi Pratt kɔ Mahama.”,"""Take the criminals from their hideouts and where they commit their crimes – Kwesi Pratt goes after Mahama.""",0.43343833088874817
"Prof Mills would be outraged with level of galamsey destruction, toxic politics – Charlotte Osei.",news titles,Prof Mills betua a galamsey bouyeɛ ne toxic politics mu dɛ Charlotte Osei.,Prof Mills said that galamsey started because of his toxic politics with Charlotte Osei.,0.8008856177330017
"Local government minister swears in new board members for ILGS, LUSPA.",news titles,Manmamfohene akoda nti nk)ab)ne animguasefo hyia ILGS ne LUSPA animguasefo mu fo,The district chief executive is therefore hiding the assembly members of ILGS and LUSPA among their members,0.591681182384491
"Farmers to receive $5,040 per tonne of cocoa for 2025/2026 season.",news titles,"Akooko mu 2025/2026 anuamu no, akokoofo bepue $5,040 pe ton","In the 2025/2026 cocoa season, farmers will receive $5,040 per ton",0.963599681854248
Obofour and Agradaa must settle their beef in court instead of social media – Onegod.,news titles,"Obofour ne Agradaa wɔ kotia mu a, wɔn mu dɛ wɔbɛgye wɔn abɛn ne kwabee, koraa nnsɛ sika kakraakakraa mu – Onegod.","""Obofour and Agradaa are in court because they want to take each other's fame and glory, not even a penny is involved – Onegod.""",0.6612576246261597
"When you behave like a drunk teenager that has suddenly found the key to the liquor cabinet, you will certainly account for your actions when your parents return.",news content,"Sɛ wobɛyɛ pia Ɔbarima a w'asenne kyɛfaa kyɛn abɔ nsu ban mu no, ɛno na ɛbɛba a, w'agya animuɔ nkɔ a, nyɛ nokwarɛ na w'akyɛ.","If you want to marry a gentleman who will take you to live by the riverside, then it will happen, but your father's consent is what matters and it is the truth.",0.2586539089679718
Ghana’s blood alcohol content (BAC) level is in excess of international best standards.,news content,Ghana akyɛde ho adasamanso nhyehyɛe ne BAC kyɛfa ho yɛ internationally accepted kyɛfa ho so,"The Ghana Card, which is the national identity card and BAC system, is an internationally accepted system.",0.5803859233856201
"I'm saying, this after the first budget has been presented, so check the allocations.",news content,"Mesɛ, enyidado mu bako a edi yɛn nsɛm no, nnsi nsaw) nkakra mu nnu nkakra mu nnu.","As I hear, some issues that concern us, we don't hide them, we don't put some in writing.",0.08734020590782166
"It strengthens their hand in demanding climate finance, asserting legal claims for damages, and holding high-emitting nations accountable.",news content,"Yɛde yɛn frɛ no ntɛm na yɛbɛfrɛ no nsisa asetena hɔ nti yɛbɛfrɛ ahomasɛm adi anansesem, na yɛde bɛgye no akyɛdeɛ nti yɛbɛfrɛ no nkotokranee no adi akyɛdeɛ.","""We want to call him to tell him the truth and use proverbs and stories to tell him, and we want to hear his response so we can give him advice based on his response.""",0.10436123609542847
Fadil Yusif outwitted his colleagues in the male 1km race to win the battle.,news content,Fadil Yusif de neho akyɛdefoɔ no nsɛnkyerɛne ne mmienu kurow mu mmakunu atoro mu de neho aborɔ ne kyɛdɛ.,"""Yusif Fadil and his two in-laws died in a tragic car accident on their way back from the farm in their new vehicle.""",0.5251197218894958
"What should I do or say to her for her to leave us alone? Will I be caught if I poison her? I'm devastated, and I need help.",news content,Adeɛ mewu bio ne meka a anaa meye adɛn na ɛma no yɛ nkonta? Sɛ mebɔ ne poisɔn anaa mehu a? Medzi kan na mɛsu frɛ no.,"If I die or go missing, would it be a concern for you? Would you look for me or not? Let me know so that I can rest.",0.16097460687160492
