text,translated,backtranslated,similarity_score
'What kind of nonsense is that?' - Prophet descends on GRNMA.,'Wane irin wauta ce wannan?' - Annabi ya sauka a GRNMA.,'What kind of foolishness is this?' - Prophet landed on GRNMA.,0.8419894576072693
2023 AFCON: Ivory Coast Cote coach slams Nigeria for being overly defensive.,2023 AFCON: Kocin Ivory Coast Cote ya soki Najeriya saboda ta yi tsayayya da karfi.,2023 AFCON: Ivory Coast coach Cote criticizes Nigeria for resisting the violence.,0.8593397736549377
DKB and DJ Slim lock horns online.,DKB da DJ Slim sun kulle ƙaho a kan layi.,DKB and DJ Slim have locked horns online.,0.9387639760971069
"Dr Apostle Amagashie warns men against popular lovemaking position, cites stroke risk.","Dr Apostle Amagashie ya gargadi maza game da shahararren yanayin yin soyayya, yana ambaton haɗarin bugun jini.","Dr Apostle Amagashie warned men against the popular trend of dating, citing the risk of stroke.",0.8500166535377502
Police arrest alleged serial motorbike thief.,'Yan sanda sun kama wani da ake zargi da satar babura.,The police arrested a suspect of stealing motorcycles.,0.7032330632209778
"FIFA imposes transfer ban on Hearts of Oak over unsettled $150,000 debt.","FIFA ta hana Hearts of Oak canja wuri saboda bashin da ba a biya ba na $150,000.","Hearts of Oak's transfer was denied by FIFA due to unpaid debts of $150,000.",0.8152753710746765
'Mickey Mouse' boxer toasts Cape Verde's first Olympic medal.,'Mickey Mouse' dan dambe ya yi wa Cape Verde kyautar lambar yabo ta farko ta Olympics.,'Mickey Mouse' boxer awarded Cape Verde its first Olympic medal.,0.8895935416221619
APP leader reacts after court throws out injunction against Akwatia by-election.,Shugaban jam'iyyar APP ya mayar da martani bayan kotu ta yi watsi da umarnin hana zaben Akwatia.,APP leader reacts after court dismisses Akwatia's election ban order,0.8326775431632996
"Igbo leader addresses land acquisition allegations, apologises to Ghanaians.","Shugaban 'yan kabilar Igbo ya yi magana kan zargin mallakar ƙasa, ya nemi gafarar 'yan Ghana.","An Igbo tribal leader addressed the allegations of land ownership, apologizing to Ghanaians.",0.8956578969955444
Bukom Arena gets face-lift to host Basketball games.,Bukom Arena ya sami gyaran fuska don karɓar bakuncin wasannin Kwando.,Bukom Arena has undergone a facelift to host Basketball games.,0.9233408570289612
"Afenyo-Markin apologises to Prof Ayensu-Danquah over 'strangely, you get a ministerial appointment' comment.","Afenyo-Markin ta nemi gafara ga Farfesa Ayensu-Danquah kan 'abin mamaki, kun sami nadin minista' tsokaci.","Afenyo-Markin apologized to Professor Ayensu-Danquah for the 'surprisingly, you got appointed minister' comment.",0.8921899795532227
Asawa National Open Championship slated for June 19.,An shirya gasar zakarun kasa ta Asawa a ranar 19 ga watan Yuni.,The Asawa National Championship is scheduled for June 19.,0.9108091592788696
LIVESTREAMED: Kwaku Dawuro presents The Movement in the Morning Political Show.,LIVE: Kwaku Dawuro ya gabatar da Shirin Harkar Siyasa na Safiya.,LIVE: Kwaku Dawuro hosted the Political Action Morning Show.,0.8909058570861816
"'God willing, I will receive my Lamborghini; I have documents to prove it's mine’ - Shatta Wale.","'Da yardar Allah, zan karbi Lamborghini na; Ina da takardu don tabbatar da cewa nawa ne' - Shatta Wale.","'By God's grace, I will get my Lamborghini; I have the documents to prove that it is mine' - Shatta Wale.",0.925694465637207
"Helicopter Crash: Ibrahim Mahama offers to clear the debts of Dr Murtala, Alhaji Muniru.","Hadarin Jirgin Sama: Ibrahim Mahama ya ba da damar share bashin Dr Murtala, Alhaji Muniru.","Air crash: Ibrahim Mahama offered to clear the debt of Dr Murtala, Alhaji Muniru.",0.9123186469078064
Tennis legend Rafael Nadal to retire in November.,Jarumin kwallon Tennis Rafael Nadal zai yi ritaya a watan Nuwamba.,Tennis star Rafael Nadal is set to retire in November.,0.9556796550750732
Enforce maternity-friendly workplace policies - Samuel Atidzah.,Ka aiwatar da manufofin wurin aiki na sada zumunci da uwaye - Samuel Atidzah.,Implement a mother-friendly workplace policy by Samuel Atidzah.,0.794225811958313
GEC Open returns to Ghana.,GEC Open ya dawo Ghana.,The GEC Open is back in Ghana.,0.9052358865737915
'From dawn raid to helping with investigation to arraignment' - Azar calls out IGP over arrest of NPP activist.,'Daga faɗuwar rana zuwa taimakawa tare da bincike zuwa tuhuma' - Azar ya kira IGP kan kama wani dan gwagwarmayar NPP.,'From sunset to help with investigation to interrogation' - Azar calls out IGP over arrest of NPP activist.,0.9075452089309692
Home-based Ghana players seek more opportunities after good outing against South Africa.,'Yan wasan Ghana da ke gida suna neman karin dama bayan kyakkyawan fitar da Afirka ta Kudu.,Ghana's home players are looking for more chances after South Africa's impressive dismissal.,0.8173626065254211
Akwatia By-Election: We cannot be intimidated - NPP’s Haruna Mohammed.,Zaɓen Ranar Akwatia: Ba za a iya tsoratar da mu ba - Haruna Mohammed na NPP.,Choosing the day of Akwatia: We cannot be intimidated - Haruna Mohammed of NPP.,0.8835641741752625
Some top Ghanaian musicians who ditched secular music for ministry.,Wasu fitattun mawaƙa 'yan Ghana da suka yi watsi da waƙar duniya don hidima.,Some of the Ghanaian musicians who gave up the world of music for the ministry.,0.8683410882949829
Joseph Awinongya Jr emerges as number 1 boxer in the USA in top 6 u-20 amateur boxers.,Joseph Awinongya Jr ya fito a matsayin dan damben lamba 1 a Amurka a cikin manyan 'yan damben da ba su kai shekaru 20 ba.,Joseph Awinongya Jr emerged as the number 1 boxer in the United States among the top boxers under the age of 20.,0.940467119216919
Amenfi Central set for major road overhaul.,An shirya cibiyar Amenfi don gyara babbar hanya.,Amenfi centre is planned to repair the highway.,0.7979665994644165
Bui Power nets $64.,Bui Power yana da dala 64.,The Bui Power is $64.,0.7517335414886475
"GCTU warns against defamatory publications, threatens legal action.","GCTU ta yi gargadin a kan wallafe-wallafen da ke bata sunan mutane, tana barazanar daukar mataki a kotu.","The GCTU warned against defamatory publications, threatening legal action.",0.9703819155693054
American porn star Nasir sends message to Shugatiti as ‘orgasm’ challenge delays.,"Tauraron batsa na Amurka Nasir ya aika da sako zuwa Shugatiti kamar yadda "" kalubale na orgasm "" ya jinkirta.","American porn star Nasir sent a message to Shugatiti as his ""orgasm challenge"" was delayed.",0.940265953540802
I won 'contentious' unannounced 2019 VGMA Artiste of the Year Award - Stonebwoy claims.,Na ci 'rashin jayayya' wanda ba a sanar da shi ba na 2019 VGMA Artist of the Year Award - Stonebwoy da'awar.,I won the 'undisputed' unannounced 2019 VGMA Artist of the Year Award - Stonebwoy claimed.,0.7789530158042908
Helicopter Crash: 'You have not won; Christ has' – Wife of Sergeant Mensah shames death.,Hadarin Helicopter: 'Ba ku yi nasara ba; Kristi ya yi'  Matar Sarjan Mensah ta kunyata mutuwa.,Helicopter crash: 'You did not win; Christ did' Sergeant Mensah's wife is humiliated to death.,0.9116577506065369
'He took me in and mentored me' - Ofori Amponsah delivers a heartfelt tribute to Daddy Lumba.,'Ya karbe ni kuma ya jagoranci ni' - Ofori Amponsah ya ba da girmamawa ga Daddy Lumba.,'He took me in and guided me' - Ofori Amponsah pays tribute to Daddy Lumba.,0.9516207575798035
'How can I enter a house with familiar spirits' - Appiah Danquah reacts to NPP's amnesty for members.,'Ta yaya zan shiga gidan da ke da ruhohi da aka sani' - Appiah Danquah ya mayar da martani ga afuwar da NPP ta yi wa mambobinta.,'How can I enter a house with known ghosts' - Appiah Danquah responds to NPP's apology to its members.,0.8110793232917786
High cholesterol can cause black toes and feet – Health expert.,Babban cholesterol na iya haifar da yatsun kafa da ƙafa  Masanin kiwon lafiya.,High cholesterol can cause toe and foot pain.,0.7460566163063049
Rev.,Rev. (Mai Tsarki),The Rev.,0.9036802649497986
Ato Forson backs calls for fair deal on Africa's $1.,Ato Forson ya goyi bayan kira don yin adalci a kan $ 1 na Afirka.,Ato Forson supported the call for justice on the African $1 note.,0.7429050207138062
"Homowo: Nii Okanta Ankrah II calls for unity, peace and teamwork.","Homowo: Nii Okanta Ankrah II yana kira ga haɗin kai, zaman lafiya da aiki tare.","Homowo: Nii Okanta Ankrah II is a call for unity, peace and cooperation.",0.939592719078064
NPP would have still punished Akua Afriyie if she had won – Nana Akomea.,NPP har yanzu da ta hukunta Akua Afriyie idan ta ci nasara  Nana Akomea.,The NPP would still have punished Akua Afriyie if it had won Nana Akomea.,0.9641228318214417
A producer told me ‘Agya W’ahwe Me So’ was a terrible song with a horrible video – Rose Adjei.,"Wani mai shirya waƙar ya gaya mini cewa ""Agya Wahwe Me So"" waƙa ce mai ban tsoro da bidiyo mai ban tsoro  Rose Adjei.","A producer told me that ""Agya Wahwe Me So"" is a horror song and a horror film by Rose Adjei.",0.7680404186248779
"NDC grassroots demand answers over helicopter crash, suspect foul play.","'Yan jam'iyyar NDC na neman amsa kan hatsarin jirgin sama, suna zargin aikata laifi.","NDC members are seeking answers on the plane crash, alleging criminal activity.",0.6046716570854187
Key takeaways from EOCO's statement on Shatta Wale's Lamborghini case.,Muhimman abubuwan da aka samu daga bayanin EOCO kan shari'ar Lamborghini ta Shatta Wale.,Highlights from EOCO's commentary on the Lamborghini case by Shatta Wale.,0.8185468912124634
FDA intercepts GH¢11.,Hukumar Kula da Abinci ta hana GH11.,The Food and Drug Administration has banned GH11.,0.6909385323524475
Editorial by Ghanaian Times: Resolve outstanding issues to stem chaos!!.,Editorial by Ghanaian Times: Warware batutuwan da suka rage don dakatar da hargitsi !!.,Editorial by Ghanaian Times: Solve the remaining issues to stop the chaos!!.,0.9595310688018799
Sharp rise in fire injuries and deaths in first half of 2025 by 33%  – GNFS.,Babban ƙaruwa a raunin da ya faru da gobara da mutuwar a farkon rabin shekarar 2025 da kashi 33%  GNFS.,A significant increase in fire-related injuries and deaths in the first half of 2025 by 33% GNFS.,0.9520028829574585
Why we signed Mohammed Kudus – Tottenham coach Thomas Frank explains.,Dalilin da ya sa muka sanya hannu kan Mohammed Kudus  Kocin Tottenham Thomas Frank ya bayyana.,Why we signed Mohammed Kudus Tottenham coach Thomas Frank explained.,0.9766789674758911
"'I love women if you don't understand, go to hell' - Old video of Kofi Jumah resurfaces.","'Ina son mata idan ba ku fahimta ba, ku tafi jahannama' - Tsohon bidiyon Kofi Jumah ya sake bayyana.","'I love women if you don't understand, you can go to hell' - Old Kofi Jumah video reappeared.",0.8848329186439514
"Islamic Banking: A financial game changer for all Ghanaians, not just Muslims.","Bankin Musulunci: Mai canza wasan kudi ga dukkan 'yan Ghana, ba Musulmai kawai ba.","Islamic Banking: A game changer for all Ghanaians, not just Muslims.",0.9767752885818481
Screen-Addiction Among Children: A note to parents.,Yin Jaraba da Kwamfuta Tsakanin Yara: Abin da Za a Yi wa Iyaye.,Computer Addiction in Children: What Parents Can Do.,0.7990025877952576
Why Fatawu Issahaku was not called up by Otto Addo – GFA explains.,Dalilin da yasa Otto Addo  GFA bai kira Fatawu Issahaku ba ya bayyana.,The reason why Otto Addo GFA did not call Fatawu Issahaku is unclear.,0.9171136021614075
Agradaa’s parents slam brother for locking out Angel Asiamah from property.,Iyayen Agradaa sun soki dan uwansa saboda kulle Angel Asiamah daga dukiya.,Agradaa's parents criticized his cousin for locking Angel Asiamah out of the property.,0.8630359172821045
Ablekuma North Rerun: Ayawaso North MP reacts to alleged journalist assault.,Ablekuma North Rerun: Dan majalisar Ayawaso ta Arewa ya mayar da martani kan zargin da ake yi wa dan jarida.,Ablekuma North Rerun: Ayawaso North MP responded to the allegations against the journalist.,0.938962459564209
"Ghana Armwrestling sends goodwill message to BECE, WASSCE candidates.","Gasar kokawar hannu ta Ghana ta aika da sakon fatan alheri ga 'yan takarar BECE, WASSCE.","Ghana's national wrestling championship sent a message of good wishes to the BECE, WASSCE candidates.",0.7557579874992371
Military officer’s wife begins attempt to break GWR for Longest Reading Aloud Marathon.,Matar wani jami'in soja ta fara kokarin karya GWR don Marathon mafi tsawo.,The wife of an army officer first attempted to break the GWR for the longest Marathon.,0.8207051753997803
Sammy Flex speaks after reassignment in Shatta Wale’s management.,Sammy Flex ya yi magana bayan sake sanya shi a cikin gudanarwar Shatta Wale.,Sammy Flex speaks after being re-appointed to the Shatta Wale management.,0.9527173638343811
Ghanaians shocked by death of President Mills.,'Yan Ghana sun yi mamakin mutuwar Shugaba Mills.,Ghanaians were shocked by the death of President Mills.,0.9909064173698425
"National Delegates Conference: NPP NEC set to reject petition from Akufo-Addo, Kufuor.","Taron wakilai na kasa: NPP NEC ta shirya kin amincewa da takardar neman aiki daga Akufo-Addo, Kufuor.","National delegation meeting: NPP NEC is set to reject the application from Akufo-Addo, Kufuor.",0.8066954016685486
Ghanaians must see the lessons we have learned - Dr Bawumia.,Ya kamata 'yan Ghana su ga darussan da muka koya - Dr Bawumia.,Ghanaians should see the lessons we have learned - Dr Bawumia.,0.9877250790596008
One dead in fire outbreak at uncompleted fuel station near Ejura.,Mutum daya ya mutu a wani gobara da ta tashi a tashar mai da ba a kammala ba kusa da Ejura.,One person died in a fire that broke out at an unfinished gas station near Ejura.,0.7822648882865906
"'Rubbish, on which road?' – Nigeria’s Formula 1 hosting bid sparks backlash on social media.","'Rubbish, a kan wace hanya?'  Fomula 1 na Najeriya na neman karɓar bakuncin ya haifar da mummunan sakamako a kan kafofin watsa labarun.","'Rubbish, on which road?' Nigeria's Formula 1 bid to host has caused a backlash on social media.",0.9639304280281067
'My life changed after the accident' - McBrown speaks after arm surgery.,'Rayuwata ta canza bayan hatsarin' - McBrown yayi magana bayan aikin tiyata na hannu.,'My life changed after the accident' - McBrown spoke after hand surgery.,0.9346256852149963
Democracy Cup: Deputy EC boss calls for participation in curtain-raiser fixtures.,Kofin Demokradiyya: Mataimakin shugaban EC ya bukaci shiga cikin kayan ado na labule.,Democracy Cup: EC vice president required to participate in a curtain-raiser.,0.7419388294219971
FULL LIST: NPP approves 54 motions at 2025 Delegates Conference.,FULL LIST: Jam'iyyar NPP ta amince da kuduri 54 a taron wakilai na 2025.,FULL LIST: The NPP party has approved 54 resolutions at the 2025 congress of deputies.,0.690738320350647
Four times Afia Schwar has been embroiled in legal battles.,Sau hudu Afia Schwar ta shiga cikin fadace-fadace na shari'a.,Four times Afia Schwar was involved in legal battles.,0.9516591429710388
LIVESTREAMED: Parliament debates Ablekuma North rerun violence.,LIVE: Majalisar ta yi muhawara kan tashin hankali a Ablekuma North.,LIVE: Parliament debates the violence in Ablekuma North.,0.8855001926422119
"Appau-Klu denies allegations of land encroachment, abuse of power.","Appau-Klu ya musanta zargin da ake masa na kutse a ƙasa, da kuma cin zarafin iko.","Appau-Klu denied the charges of illegal entry, and abuse of power.",0.7856622934341431
Spotlight on Lumba's first 'Yee Ye Aka Akwantuom' album.,Haskakawa akan kundin farko na Lumba 'Yee Ye Aka Akwantuom'.,The highlight on Lumba's first album 'Yee Ye Aka Akwantuom'.,0.9424588084220886
KIA begins enforcing reintroduced COVID-19 measures.,KIA ta fara aiwatar da matakan COVID-19 da aka sake gabatarwa.,KIA has started implementing the re-introduced COVID-19 measures.,0.9044883847236633
BoG puts digital credit services under regulation to boost financial inclusion.,BoG yana sanya sabis na bashi na dijital a ƙarƙashin tsari don haɓaka haɗakar kuɗi.,BoG is putting digital lending services under a framework to promote financial inclusion.,0.8375118970870972
Fatau Dauda confident of Black Stars wins against Chad and Mali.,Fatau Dauda mai amincewa da Black Stars ya yi nasara a kan Chadi da Mali.,For example David's Black Stars side won against Chad and Mali.,0.6345906257629395
'I am committed to continue the legacy of late Dr Murtala Mohammed' – Princess Naama.,'Na kuduri aniyar ci gaba da gadon marigayi Dr Murtala Mohammed'  Princess Naama.,'I am determined to carry on the legacy of the late Dr Murtala Mohammed' Princess Naama.,0.9013301134109497
Watch as M.,Watch kamar yadda M.,Watch as M.,1.0
First cholera cases confirmed across three districts in the Ashanti Region.,An tabbatar da bullar cutar kwalara a wasu gundumomi uku a yankin Ashanti.,Cholera outbreaks have been confirmed in three other districts in the Ashanti region.,0.9364678263664246
GH¢20m Defamation Suit: Empress Gifty's lawyer confirms Agradaa seeks case transfer.,GH¢20m Laifin Tsegumi: Lauyan Empress Gifty ya tabbatar da cewa Agradaa na neman a canja masa shari'ar.,GH¢20m Tsegumi case: Empress Gifty's lawyer confirms that Agradaa is seeking transfer of the case.,0.8121711611747742
Mohammed Kudus shines with assist on Tottenham debut in Reading win.,Mohammed Kudus ya haskaka tare da taimakawa a wasan farko na Tottenham a Reading nasara.,Mohammed Kudus shone with an assist in Tottenham's first game win at Reading.,0.8798816800117493
Read full details of official brochure on 8 fallen heroes from tragic August 6 helicopter crash.,Karanta cikakken bayani na littafin hukuma akan jarumai 8 da suka mutu daga mummunan hatsarin jirgin sama na 6 ga Agusta.,Read the official account of the 8 heroes who died in the tragic plane crash of August 6.,0.7543229460716248
Kojo Barnni beats Torgah on sudden death to win 9th edition of Gold Fields PGA Championship.,Kojo Barnni ya doke Torgah a kan mutuwar kwatsam don lashe gasar 9 na Gold Fields PGA Championship.,Kojo Barnni beat Torgah on sudden death to win the 9th edition of the Gold Fields PGA Championship.,0.9720640778541565
'He has taken all my happiness away' – Daddy Lumba's sister cries.,'Ya dauke min dukkan farin cikina'  'Yar'uwar Daddy Lumba tana kuka.,'He took all my happiness away' Daddy Lumba's sister cries.,0.9706708788871765
'Nowhere does the law empower you to judge professorial titles' – Barker-Vormawor to GTEC.,'Babu inda doka ta ba ku ikon yanke hukunci game da taken farfesa'  Barker-Vormawor zuwa GTEC.,'Nowhere does the law give you the right to judge the title of Professor' Barker-Vormawor to GTEC.,0.9077509045600891
'I love Stonebwoy; his talent is beyond the shores of Ghana' - Video of late Murtala resurfaces.,'Ina son Stonebwoy; baiwarsa ta wuce gabar tekun Ghana' - Bidiyon marigayi Murtala ya sake bayyana.,'I love Stonebwoy; his talent has crossed the coast of Ghana' - Late Murtala's video reappears.,0.952073335647583
Trump says 11 killed in US strike on drug-carrying vessel from Venezuela.,Trump ya ce mutane 11 sun mutu a wani hari da Amurka ta kai kan wani jirgin ruwa mai dauke da miyagun kwayoyi daga Venezuela.,Trump says 11 people were killed in a US attack on a Venezuelan drug ship.,0.8658326268196106
Paul Adom-Otchere ordered to appear before Special Prosecutor over GACL audit deal.,An umurci Paul Adom-Otchere ya bayyana a gaban Mai Shari'a na Musamman game da yarjejeniyar binciken GACL.,Paul Adom-Otchere was ordered to appear before the Special Prosecutor regarding the GACL investigation agreement.,0.9526941776275635
Artistes who have sampled Daddy Lumba’s classic songs.,Masu zane-zane da suka yi amfani da waƙoƙin Daddy Lumba.,Artists who have used Daddy Lumba's music.,0.9020043611526489
Known NPP sympathizer like GBA pres shouldn’t be calling for Torkornoo to be reinstated — Kpebu.,Sanannen mai goyon bayan NPP kamar GBA pres bai kamata ya nemi a dawo da Torkornoo ba  Kpebu.,A prominent NPP supporter like GBA pres should not seek the return of Torkornoo Kpebu.,0.825069785118103
Party stalwarts should act responsibly at polling stations – Prof Gyampo.,Ya kamata 'yan jam'iyyar su yi aiki da hankali a rumfunan zabe  Farfesa Gyampo.,Party members should be careful in the polling stations of Prof. Gyampo.,0.8101258873939514
National Cathedral audit uncovers massive financial irregularities – Kwakye Ofosu details.,Binciken Cathedral na Kasa ya gano manyan rashin daidaito na kudi  Bayanin Kwakye Ofosu.,The National Cathedral Survey has found major financial irregularities in the Official Records.,0.7465506196022034
How I convinced Omane Boamah to quit NPP for NDC – Ato Ahwoi.,Yadda na shawo kan Omane Boamah ya bar NPP zuwa NDC  Ato Ahwoi.,How I defeated Omane Boamah left NPP to NDC Ato Ahwoi.,0.8671025633811951
WAFCON 2024: Ghana ready to battle for bronze – Stella Nyamekye.,WAFCON 2024: Ghana a shirye take ta yi gwagwarmaya don tagulla  Stella Nyamekye.,WAFCON 2024: Ghana is set to compete for the bronze medal Stella Nyamekye.,0.9119183421134949
Sack all appointees who have left their jobs to campaign to replace you – Kwesi Pratt to Mahama.,Ku kori duk wadanda aka nada wadanda suka bar aikinsu don yin kamfen don maye gurbin ku  Kwesi Pratt zuwa Mahama.,Fire all the appointees who left their jobs to campaign to replace Kwesi Pratt to the Mahama.,0.8110299706459045
"Prof Mills would be outraged with level of galamsey destruction, toxic politics – Charlotte Osei.","Farfesa Mills zai yi fushi da matakin lalata galamsey, siyasa mai guba  Charlotte Osei.","Professor Mills would be outraged by the move to corrupt the late, toxic politician Charlotte Osei.",0.8459501266479492
"Local government minister swears in new board members for ILGS, LUSPA.","Ministan karamar hukumar ya rantsar da sabbin mambobin kwamitin ILGS, LUSPA.","The local government minister swore in the new members of the ILGS board, LUSPA.",0.9024455547332764
"Farmers to receive $5,040 per tonne of cocoa for 2025/2026 season.","Manoma za su sami dala 5,040 a kowace tan na koko don kakar 2025/2026.","Farmers will receive $5,040 per ton of cocoa for the 2025/2026 season.",0.9698010087013245
Obofour and Agradaa must settle their beef in court instead of social media – Onegod.,Obofour da Agradaa dole ne su sasanta rikicin su a kotu maimakon kafofin sada zumunta  Onegod.,Obofour and Agradaa had to settle their dispute in court instead of social media Onegod.,0.8139075636863708
"There are over 100,000 people living with and spreading HIV without knowing it - AIDS Commission boss.","Akwai mutane sama da 100,000 da ke rayuwa tare da kuma yada kwayar cutar HIV ba tare da sanin hakan ba - Shugaban Hukumar AIDS.","There are over 100,000 people living with and spreading HIV without knowing it - Director of the AIDS Foundation.",0.9166214466094971
"Use COVID-19 fund to strengthen health care, immunization financing — HFFG.","Yi amfani da asusun COVID-19 don ƙarfafa kiwon lafiya, tallafin rigakafi  HFFG.","Use the COVID-19 fund to promote health, HFFG vaccine support.",0.8950392007827759
2022 most controversial celebrities.,2022 shahararrun mutane masu rikitarwa.,2022 controversial celebrities and personalities.,0.9540605545043945
Awutu Senya East MCE kick-starts fix all potholes in Kasoa.,Awutu Senya East MCE kick-starts gyara duk ramuka a Kasoa.,Goat Senya East MCE kick-starts fixing all the holes in the Kasoa.,0.7118224501609802
'My house was attacked after I prophesied Mahama's win in 2024 Election' - Prophet Worlasi.,'An kai hari a gidana bayan na yi annabcin nasarar Mahama a Zaben 2024' - Annabi Worlasi.,'My house was attacked after I predicted Mahama's victory in the 2024 Election' - Prophet Worlasi.,0.9654889702796936
2019 Asante Akyem Marathon set for April 22.,An shirya gasar tseren marathon ta Asante Akyem ta 2019 a ranar 22 ga Afrilu.,The 2019 Asante Akyem marathon is scheduled for April 22.,0.9298402667045593
Daddy Lumba's one-week observation in jeopardy?.,Kulawar mako guda na Daddy Lumba a cikin haɗari?,A week-long Daddy Lumba's care in danger?,0.8043046593666077
"Ghanaian artiste Kay9ice composes ‘Mind Games’ to celebrate Davido, Chioma.","Mawakiyar Ghana Kay9ice ta hada  Wasannin Zuciya  don bikin Davido, Chioma.","Ghanaian singer Kay9ice composed the song Heart Games for the Davido, Chioma festival.",0.7779729962348938
National Functional Sports League to hold two-day competition.,Ƙungiyar Wasannin Wasannin Wasanni ta Ƙasa za ta gudanar da gasar kwana biyu.,The National Association of Sports will host the two-day competition.,0.7338297367095947
Father threatens legal action against popular SHS for alleged negligence.,Mahaifin ya yi barazanar daukar matakin shari'a a kan shahararren SHS saboda zargin sakaci.,The father threatened legal action against the famous SHS for alleged negligence.,0.9057736396789551
CID Director General sworn in as a board member of Small Arms Commission.,Babban Daraktan CID ya rantsar da shi a matsayin memba na kwamitin Hukumar Kula da Kayan Aiki.,He was sworn in as a member of the board of the CID by the Director General.,0.8547881245613098
Is Daddy Lumba dead or alive? - What we know so far.,Daddy Lumba ya mutu ko yana da rai?,Daddy Lumba is dead or alive?,0.9615591764450073
Ghana urgently needs a pricing regulatory authority to stabilise the economy.,Ghana na bukatar hukumar kula da farashin kayayyaki da gaggawa don daidaita tattalin arzikinta.,Ghana urgently needs a price control agency to stabilize its economy.,0.8345193266868591
Coronavirus: Africa needs US$285 billion to fight off pandemic impact - IMF.,Coronavirus: Afirka na bukatar dalar Amurka biliyan 285 don magance tasirin cutar - IMF.,Coronavirus: Africa needs US$285 billion to counter the impact of the pandemic - IMF.,0.9769735932350159
Why NPP and NDC are responsible for the  poor state of sports - Dan Kwaku Yeboah explains.,Dalilin da ya sa NPP da NDC ke da alhakin mummunan yanayin wasanni - Dan Kwaku Yeboah ya bayyana.,Why NPP and NDC are responsible for the poor state of the game - Dan Kwaku Yeboah explained.,0.8948876261711121
2 dead as police engage in a shootout with highway robbery gang.,Mutane biyu sun mutu yayin da 'yan sanda suka shiga harbi da' yan fashi a kan hanya.,Two people were killed when police engaged in a shootout with bandits on the road.,0.7432757019996643
I’m now focused on returning to athletics - Martha Bissah.,Yanzu na mayar da hankali kan komawa wasan motsa jiki - Martha Bissah.,Now I am focused on getting back into gymnastics - Martha Bissah.,0.7990464568138123
Ghana's Abrefa wins medals at London Table Tennis Grand Prix.,Abrefa na Ghana ya lashe lambobin yabo a gasar Grand Prix ta London.,Ghanaian Abrefa won medals at the London Grand Prix.,0.8916509747505188
Woman flees from marriage after several death threats from husband.,Wata mata ta gudu daga aure bayan barazanar kisa da yawa daga mijin.,One woman fled her marriage after receiving death threats from her husband.,0.9112739562988281
