text,translated,backtranslated,similarity_score
GH¢20m Defamation Suit: Empress Gifty's lawyer confirms Agradaa seeks case transfer.,GH¢20m Kotu ta Laifin Zagi: Lauyan Empress Gifty ya tabbatar Agradaa na neman canja wurin shari'ar.,GH¢20m Abuse Crime Trial: The lawyer of Empress Gifty confirms Agradaa's request to transfer the case.,0.8485336303710938
Mohammed Kudus shines with assist on Tottenham debut in Reading win.,Mohammed Kudus ya yi fice da taimakon kwallon kafa a wasan farko da Tottenham ta yi a wasan da Reading ta ci.,Mohammed Kudus scored a hat-trick in Tottenham's first game against Reading.,0.7155629992485046
Read full details of official brochure on 8 fallen heroes from tragic August 6 helicopter crash.,Karanta cikakken bayani na takarda na hukuma game da jarumai 8 da suka mutu a bala'in hatsarin jirgin sama mai saukar ungulu na 6 ga watan Agusta.,Read the full official documentary about the 8 heroes who died in the helicopter crash of August 6.,0.8215423822402954
Kojo Barnni beats Torgah on sudden death to win 9th edition of Gold Fields PGA Championship.,Kojo Barnni ya doke Torgah a kan mutuwar ba zato ba tsammani don lashe gasar cin kofin PGA ta 9 na Gold Fields.,Kojo Barnni defeated Torgah on a sudden death to win his 9th PGA Championship Gold Fields.,0.9334349036216736
'He has taken all my happiness away' – Daddy Lumba's sister cries.,'Ya kwashe duk farin cikina'  'Yar'uwar Daddy Lumba ta yi kuka.,'He took all my joy away' Daddy Lumba's sister cried.,0.9038307666778564
'Nowhere does the law empower you to judge professorial titles' – Barker-Vormawor to GTEC.,"""Babu inda doka ta ba ka damar yin hukunci a kan lakabin furofesoshi""  Barker-Vormawor zuwa GTEC.","""Nowhere does the law allow you to judge the titles of professors"" Barker-Vormawor to GTEC.",0.9187722206115723
'I love Stonebwoy; his talent is beyond the shores of Ghana' - Video of late Murtala resurfaces.,'Ina son Stonebwoy; baiwar sa ta fi ta gabar tekun Ghana' - Bidiyon marigayi Murtala ya sake bayyana.,'I love Stonebwoy; her talent is better than the beaches of Ghana' - The late Murtala's video reappears.,0.8910085558891296
Trump says 11 killed in US strike on drug-carrying vessel from Venezuela.,Trump ya ce mutane 11 ne suka mutu a harin da Amurka ta kai kan jirgin da ke dauke da miyagun kwayoyi daga Venezuela.,Trump said 11 people were killed in the US attack on a ship carrying drugs from Venezuela.,0.8825881481170654
Paul Adom-Otchere ordered to appear before Special Prosecutor over GACL audit deal.,An umarci Paul Adom-Otchere ya bayyana a gaban mai gabatar da kara na musamman game da yarjejeniyar binciken GACL.,Paul Adom-Otchere was ordered to appear before the special prosecutor regarding the GACL investigation agreement.,0.9526941776275635
Artistes who have sampled Daddy Lumba’s classic songs.,Masu zane-zane da suka yi sampled na Daddy Lumba's classic songs.,Artists who have sampled Daddy Lumba's classic songs.,0.9918572902679443
Known NPP sympathizer like GBA pres shouldn’t be calling for Torkornoo to be reinstated — Kpebu.,Sanannen mai goyon bayan NPP kamar shugaban GBA bai kamata ya bukaci a maido da Torkornoo a Kpebu ba.,A prominent NPP supporter like the GBA chairman should not be required to reinstate Torkornoo in Kpebu.,0.8113000988960266
Party stalwarts should act responsibly at polling stations – Prof Gyampo.,Ya kamata masu goyon bayan jam'iyyar su yi aiki da alhakin a rumfunan zabe  Farfesa Gyampo.,The party supporters should act responsibly in the polling stations Prof. Gyampo.,0.8604974746704102
National Cathedral audit uncovers massive financial irregularities – Kwakye Ofosu details.,Binciken babban cocin Cathedral ya gano manyan laifukan kudi  Kwakye Ofosu Details.,An investigation of the Cathedral revealed serious financial crimes.,0.6693160533905029
How I convinced Omane Boamah to quit NPP for NDC – Ato Ahwoi.,Yadda na shawo kan Omane Boamah ya bar NPP zuwa NDC  Ato Ahwoi.,How I convinced Omane Boamah to leave NPP for NDC Ato Ahwoi.,0.9601721167564392
WAFCON 2024: Ghana ready to battle for bronze – Stella Nyamekye.,WAFCON 2024: Ghana a shirye take ta yi gwagwarmaya don lashe tagulla  Stella Nyamekye.,WAFCON 2024: Ghana is set to fight for the bronze medal for Stella Nyamekye.,0.9270161986351013
Sack all appointees who have left their jobs to campaign to replace you – Kwesi Pratt to Mahama.,Ka sallami duk wadanda aka nada wadanda suka bar aikinsu domin su yi yakin neman zaben maye gurbinka  Kwesi Pratt zuwa Mahama.,Dismiss all the nominees who left their jobs to campaign for your replacement Kwesi Pratt to Mahama.,0.8277575373649597
"Prof Mills would be outraged with level of galamsey destruction, toxic politics – Charlotte Osei.","Farfesa Mills zai yi fushi da matakin lalata da ya yi, siyasa mai guba  Charlotte Osei.","Professor Mills would be angry at the immoral action of his, the politically toxic Charlotte Osei.",0.8241029381752014
"Local government minister swears in new board members for ILGS, LUSPA.","Ministan karamar hukumar ya rantsar da sabbin mambobin kwamitin ILGS, LUSPA.","The local government minister swore in the new members of the ILGS committee, LUSPA.",0.8606526851654053
"Farmers to receive $5,040 per tonne of cocoa for 2025/2026 season.","Manoma za su sami $5,040 a kowace tan na koko don kakar 2025/2026.","Farmers will receive $5,040 per ton of cocoa for the 2025/2026 season.",0.9698010087013245
Obofour and Agradaa must settle their beef in court instead of social media – Onegod.,Dole ne Obofour da Agradaa su sasanta batun a kotu maimakon kafofin sada zumunta  Onegod.,Obofour and Agradaa had to settle the matter in court instead of social media Onegod.,0.8042765855789185
"There are over 100,000 people living with and spreading HIV without knowing it - AIDS Commission boss.","Akwai mutane sama da 100,000 da suke rayuwa da kuma yada cutar HIV ba tare da sun san da hakan ba - shugaban hukumar AIDS.","There are over 100,000 people living and transmitting HIV without knowing it - the head of the AIDS agency.",0.8971660733222961
"Use COVID-19 fund to strengthen health care, immunization financing — HFFG.","Yi amfani da asusun COVID-19 don ƙarfafa kulawar lafiya, kuɗin rigakafi  HFFG.","Use the COVID-19 fund to boost health care, vaccination costs HFFG.",0.904759407043457
2022 most controversial celebrities.,2022 shahararrun shahararrun mutane.,2022 most famous celebrities.,0.8797850012779236
Awutu Senya East MCE kick-starts fix all potholes in Kasoa.,Kamfanin Awutu Senya East MCE ya gyara dukkan ramuka a Kasoa.,Awutu Senya East MCE has repaired all the holes in Kasoa.,0.7162463665008545
'My house was attacked after I prophesied Mahama's win in 2024 Election' - Prophet Worlasi.,'An kai hari gidan na bayan na yi annabcin nasarar Mahama a zaben 2024' - Annabi Worlasi.,'My house was attacked after I predicted Mahama's victory in 2024' - Nabi Worlasi,0.836454451084137
2019 Asante Akyem Marathon set for April 22.,An shirya Gasar Marathon ta Asante Akyem ta 2019 a ranar 22 ga Afrilu.,The 2019 Asante Akyem Marathon is scheduled for April 22.,0.9298402667045593
Daddy Lumba's one-week observation in jeopardy?.,Shin kallon Daddy Lumba na mako guda yana cikin haɗari?,Is watching Daddy Lumba for a week in danger?,0.7450451254844666
"Ghanaian artiste Kay9ice composes ‘Mind Games’ to celebrate Davido, Chioma.","Dan wasan Ghana Kay9ice ya kirkiro Mind Games don bikin Davido, Chioma.","Mind Games was created by Ghanaian artist Kay9ice to celebrate Davido, Chioma.",0.9260507225990295
National Functional Sports League to hold two-day competition.,Ƙungiyar Wasannin Wasanni ta Ƙasa za ta gudanar da gasar kwanaki biyu.,The National Athletics Association will hold the two-day competition.,0.6835607290267944
Father threatens legal action against popular SHS for alleged negligence.,Uba ya yi barazanar daukar matakin shari'a kan SHS sananne saboda zargin sakaci.,The father threatened legal action against the notorious SHS for alleged negligence.,0.9058876633644104
CID Director General sworn in as a board member of Small Arms Commission.,An rantsar da shi a matsayin babban daraktan hukumar CID a matsayin memba na hukumar hukumar kananan makamai.,He was sworn in as the director general of the CID as a member of the board of the Small Arms Commission.,0.9523897171020508
Is Daddy Lumba dead or alive? - What we know so far.,Shin Daddy Lumba ya mutu ko yana da rai?,Is Daddy Lumba dead or alive?,0.9783193469047546
Ghana urgently needs a pricing regulatory authority to stabilise the economy.,Kasar Ghana na bukatar hukumar da ke tsara farashin kayayyaki da gaggawa domin daidaita tattalin arzikinta.,Ghana urgently needs a price regulator to stabilize its economy.,0.8334484696388245
Coronavirus: Africa needs US$285 billion to fight off pandemic impact - IMF.,Coronavirus: Afirka na bukatar dala biliyan 285 domin yaki da tasirin annobar - IMF.,Coronavirus: Africa needs $285 billion to fight the effects of the pandemic - IMF,0.9696500301361084
Why NPP and NDC are responsible for the  poor state of sports - Dan Kwaku Yeboah explains.,Dalilin da ya sa NPP da NDC ke da alhakin mummunan yanayin wasanni - Dan Kwaku Yeboah ya bayyana.,Why NPP and NDC are responsible for the bad sports situation - Dan Kwaku Yeboah explains.,0.9515537619590759
2 dead as police engage in a shootout with highway robbery gang.,An kashe mutane biyu yayin da 'yan sanda suka shiga cikin harbi da 'yan fashi.,Two people were killed as police engaged in a shootout with robbers.,0.777635395526886
I’m now focused on returning to athletics - Martha Bissah.,Yanzu na mayar da hankali ga komawa wasan motsa jiki - Martha Bissah.,Now I focus on getting back into the sport - Martha Bissah.,0.8956356644630432
Ghana's Abrefa wins medals at London Table Tennis Grand Prix.,Abrefa ta Ghana ta lashe lambobin yabo a gasar cin kofin London Table Tennis Grand Prix.,The Ghanaian won medals at the London Table Tennis Grand Prix.,0.8475690484046936
Woman flees from marriage after several death threats from husband.,Mace ta gudu daga aure bayan barazanar kisa da yawa daga mijinta.,A wife ran away from her husband after repeated threats of murder.,0.7699195146560669
Pure FM studio burnt to ashes.,Fim din FM mai tsabta ya ƙone.,The clean FM film was burned.,0.735537052154541
IET Ghana mourns victims of helicopter crash.,IET Ghana ta yi makoki ga wadanda suka rasa rayukansu a hatsarin jirgin sama mai saukar ungulu.,IET Ghana mourns the loss of life in the helicopter crash.,0.9461735486984253
